Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
demotest,Chrome 72.0.3626.119,,2019-02-28 15:55:02,2019-02-28 15:56:54,1m - 52.366s,FAILED
,,,,,,
Test Cases/Commission Login_Logout/Commission Login,Chrome 72.0.3626.119,,2019-02-28 15:55:03,2019-02-28 15:56:52,1m - 49.168s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.119,,2019-02-28 15:55:03,2019-02-28 15:55:03,0.250s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-02-28 15:55:04,2019-02-28 15:55:12,7.791s,PASSED
navigateToUrl(BecURL),Chrome 72.0.3626.119,,2019-02-28 15:55:12,2019-02-28 15:55:31,19.322s,PASSED
maximizeWindow(),Chrome 72.0.3626.119,,2019-02-28 15:55:31,2019-02-28 15:55:33,2.185s,PASSED
"Assert.assertEquals(getText(findTestObject(""LoginPage/Header_homepage"")), header_name)",Chrome 72.0.3626.119,User can verify that whether login page has loaded or not,2019-02-28 15:55:33,2019-02-28 15:55:35,2.238s,PASSED
"setText(findTestObject(""LoginPage/input_Username_username""), Bec_UserName)",Chrome 72.0.3626.119,,2019-02-28 15:55:35,2019-02-28 15:55:40,4.487s,PASSED
"setText(findTestObject(""LoginPage/input_Password_password""), Bec_Password)",Chrome 72.0.3626.119,,2019-02-28 15:55:40,2019-02-28 15:55:44,4.312s,PASSED
"waitForElementClickable(findTestObject(""LoginPage/Login_Button""), 2)",Chrome 72.0.3626.119,,2019-02-28 15:55:44,2019-02-28 15:55:46,2.095s,PASSED
"click(findTestObject(""LoginPage/Login_Button""))",Chrome 72.0.3626.119,,2019-02-28 15:55:46,2019-02-28 15:55:48,2.148s,PASSED
waitForPageLoad(2),Chrome 72.0.3626.119,,2019-02-28 15:55:48,2019-02-28 15:55:50,1.080s,PASSED
"click(findTestObject(""MessagesPage/Icon_Apps""))",Chrome 72.0.3626.119,,2019-02-28 15:55:50,2019-02-28 15:55:53,3.677s,PASSED
"mouseOver(findTestObject(""MessagesPage/Link_Commissions""))",Chrome 72.0.3626.119,,2019-02-28 15:55:53,2019-02-28 15:55:56,3.159s,PASSED
"scrollToElement(findTestObject(""MessagesPage/Link_Commissions""), 1)",Chrome 72.0.3626.119,,2019-02-28 15:55:56,2019-02-28 15:55:58,2.111s,PASSED
"click(findTestObject(""MessagesPage/Link_Commissions""))",Chrome 72.0.3626.119,,2019-02-28 15:55:58,2019-02-28 15:56:20,21.475s,PASSED
"Assert.assertEquals(getText(findTestObject(""LoginPage/User_id"")), User_id)",Chrome 72.0.3626.119,,2019-02-28 15:56:20,2019-02-28 15:56:52,31.976s,FAILED
